Id,Label,timeset,d0,indegree,outdegree,degree
K-League 1997,K-League 1997,,0,6,0,6
Zhao Junzhe,Zhao Junzhe,,0,5,0,5
Japan–South Korea Football Rivalry,Japan–South Korea Football Rivalry,,0,6,0,6
Olympic Games,Olympic Games,,0,23,0,23
Danish Football Association,Danish Football Association,,0,44,107,151
2019–20 Uefa Champions League,2019–20 Uefa Champions League,,0,4,0,4
Dr (Broadcaster),Dr (Broadcaster),,0,6,0,6
Phil Thompson,Phil Thompson,,0,5,0,5
Neolithic,Neolithic,,0,7,0,7
All-Time Table Of The Fifa World Cup,All-Time Table Of The Fifa World Cup,,0,10,0,10
Ivan Hašek,Ivan Hašek,,0,6,0,6
Héctor Altamirano,Héctor Altamirano,,0,4,0,4
Nobby Stiles,Nobby Stiles,,0,5,0,5
Benin,Benin,,0,6,0,6
Arne Friedrich,Arne Friedrich,,0,10,0,10
The Boston Globe,The Boston Globe,,0,4,0,4
Northern Mariana Islands National Football Team,Northern Mariana Islands National Football Team,,0,13,0,13
Milan Badelj,Milan Badelj,,0,6,0,6
Mongolia,Mongolia,,0,10,0,10
2003 Oita Trinita Season,2003 Oita Trinita Season,,0,4,0,4
Romania National Football Team,Romania National Football Team,,0,88,385,473
Uefa Euro 2004 Qualifying,Uefa Euro 2004 Qualifying,,0,21,0,21
Reza Ghoochannejhad,Reza Ghoochannejhad,,0,5,0,5
Hungary At The 1964 Summer Olympics,Hungary At The 1964 Summer Olympics,,0,4,0,4
Venues Of The 2020 Summer Olympics And Paralympics,Venues Of The 2020 Summer Olympics And Paralympics,,0,7,0,7
Two-Legged Tie,Two-Legged Tie,,0,12,0,12
Associated Press,Associated Press,,0,33,0,33
Iso 31-1,Iso 31-1,,0,4,0,4
1927 South American Championship,1927 South American Championship,,0,8,0,8
Offside (Association Football),Offside (Association Football),,0,12,0,12
2001 Intercontinental Cup,2001 Intercontinental Cup,,0,8,0,8
Utc+04:00,Utc+04:00,,0,16,0,16
Football Association Of Brunei Darussalam,Football Association Of Brunei Darussalam,,0,14,0,14
2003 Fifa Confederations Cup Squads,2003 Fifa Confederations Cup Squads,,0,7,0,7
Honduras At The Fifa World Cup,Honduras At The Fifa World Cup,,0,8,0,8
2002 Concacaf Gold Cup,2002 Concacaf Gold Cup,,0,22,0,22
Turner Broadcasting System,Turner Broadcasting System,,0,5,0,5
Ricoh,Ricoh,,0,4,0,4
Jermain Defoe,Jermain Defoe,,0,7,0,7
Cacau,Cacau,,0,10,0,10
Dribbling,Dribbling,,0,9,0,9
Edgar Denis,Edgar Denis,,0,5,0,5
Owen Hargreaves,Owen Hargreaves,,0,10,0,10
Protestant,Protestant,,0,5,0,5
Clive Toye,Clive Toye,,0,4,0,4
Gunma Prefecture,Gunma Prefecture,,0,8,0,8
Russian Football Union,Russian Football Union,,0,54,0,54
Inter Milan,Inter Milan,,0,37,0,37
South Asian Football Federation,South Asian Football Federation,,0,21,0,21
Monasticism,Monasticism,,0,4,0,4
Wavin' Flag,Wavin' Flag,,0,5,0,5
Toyota Stadium (Japan),Toyota Stadium (Japan),,0,22,0,22
Alberto Acosta,Alberto Acosta,,0,6,0,6
2002 Fifa World Cup Group D,2002 Fifa World Cup Group D,,0,19,168,187
Michel Platini,Michel Platini,,0,38,0,38
Uefa Euro 2004 Knockout Stage,Uefa Euro 2004 Knockout Stage,,0,6,0,6
Bob Crompton,Bob Crompton,,0,4,0,4
1985 Ciudad De México Cup Tournament,1985 Ciudad De México Cup Tournament,,0,4,0,4
Argentina National Under-17 Football Team,Argentina National Under-17 Football Team,,0,12,0,12
Scottish League Cup,Scottish League Cup,,0,5,0,5
Edílson,Edílson,,0,7,0,7
Naha,Naha,,0,8,0,8
Great Britain At The 1912 Summer Olympics,Great Britain At The 1912 Summer Olympics,,0,4,0,4
Ifk Göteborg,Ifk Göteborg,,0,4,0,4
Cia,Cia,,0,4,0,4
2005 Japan National Football Team,2005 Japan National Football Team,,0,5,0,5
Marco Delvecchio,Marco Delvecchio,,0,4,0,4
2001 J.League Division 1,2001 J.League Division 1,,0,5,0,5
Mário Jardel,Mário Jardel,,0,11,0,11
"Carlos Morales (Footballer, Born 1968)","Carlos Morales (Footballer, Born 1968)",,0,7,0,7
Utc,Utc,,0,5,0,5
2017 Fifa Beach Soccer World Cup,2017 Fifa Beach Soccer World Cup,,0,4,0,4
"Héctor Hernández (Footballer, Born 1935)","Héctor Hernández (Footballer, Born 1935)",,0,4,0,4
Atatürk Cup,Atatürk Cup,,0,5,0,5
Caracol Televisión,Caracol Televisión,,0,5,0,5
Jason De Vos,Jason De Vos,,0,6,0,6
1997 Tournoi De France,1997 Tournoi De France,,0,7,0,7
Turkish First Football League 1998–99,Turkish First Football League 1998–99,,0,4,0,4
1997 J.League,1997 J.League,,0,6,0,6
"Michael Lang (Footballer, Born 1991)","Michael Lang (Footballer, Born 1991)",,0,5,0,5
Denki Kagaku Kogyo,Denki Kagaku Kogyo,,0,7,0,7
Sergio Romero,Sergio Romero,,0,10,0,10
Al-Fateh Sc,Al-Fateh Sc,,0,4,0,4
Guyana National Football Team,Guyana National Football Team,,0,10,0,10
Edward Iordănescu,Edward Iordănescu,,0,4,0,4
1998–99 Bundesliga,1998–99 Bundesliga,,0,5,0,5
Chile Women'S National Football Team,Chile Women'S National Football Team,,0,13,0,13
Club Atlético Independiente,Club Atlético Independiente,,0,8,0,8
France Women'S National Football Team,France Women'S National Football Team,,0,8,0,8
Bahrain Football Association,Bahrain Football Association,,0,26,0,26
Råsunda Ip,Råsunda Ip,,0,9,0,9
Maicon Sisenando,Maicon Sisenando,,0,10,0,10
"Gangwon Province, South Korea","Gangwon Province, South Korea",,0,7,0,7
1995 Copa América,1995 Copa América,,0,14,0,14
Swimming (Sport),Swimming (Sport),,0,5,0,5
Zbigniew Boniek,Zbigniew Boniek,,0,25,0,25
Asunción,Asunción,,0,16,0,16
Chicago Fire Soccer Club,Chicago Fire Soccer Club,,0,6,0,6
2001 World Championships In Athletics,2001 World Championships In Athletics,,0,6,0,6
2007 Uefa Champions League Final,2007 Uefa Champions League Final,,0,12,0,12
Ntt Docomo,Ntt Docomo,,0,5,85,90
Toni Schumacher,Toni Schumacher,,0,14,0,14
Torino F.C.,Torino F.C.,,0,16,0,16
Sergio Brighenti,Sergio Brighenti,,0,6,0,6
2010 Africa Cup Of Nations,2010 Africa Cup Of Nations,,0,9,0,9
Uefa Team Of The Year,Uefa Team Of The Year,,0,8,0,8
2003 Football League Cup Final,2003 Football League Cup Final,,0,4,0,4
"Fukuroi, Shizuoka","Fukuroi, Shizuoka",,0,12,37,49
Fifa Women'S World Cup Young Player Award,Fifa Women'S World Cup Young Player Award,,0,5,0,5
East Germany,East Germany,,0,19,0,19
Amf Futsal World Cup,Amf Futsal World Cup,,0,7,0,7
Antoine Griezmann,Antoine Griezmann,,0,16,0,16
2017 K League Classic,2017 K League Classic,,0,6,0,6
1980 African Cup Of Nations,1980 African Cup Of Nations,,0,4,0,4
Iso 2,Iso 2,,0,4,0,4
C.S. Herediano,C.S. Herediano,,0,7,0,7
Lacrosse,Lacrosse,,0,4,0,4
Fifa World Ranking,Fifa World Ranking,,0,100,0,100
Guido Alvarenga,Guido Alvarenga,,0,8,0,8
Rogers Communications,Rogers Communications,,0,4,0,4
David Seaman,David Seaman,,0,16,269,285
2004 Uefa Champions League Final,2004 Uefa Champions League Final,,0,10,0,10
Blog,Blog,,0,7,0,7
Nikolai Levnikov,Nikolai Levnikov,,0,11,0,11
Match Tv,Match Tv,,0,4,0,4
Manga,Manga,,0,6,0,6
Memphis Depay,Memphis Depay,,0,10,0,10
Astana,Astana,,0,8,0,8
Beach Soccer Worldwide,Beach Soccer Worldwide,,0,6,0,6
2005 J.League Division 1,2005 J.League Division 1,,0,5,0,5
Marianín,Marianín,,0,4,0,4
Wayne Rooney,Wayne Rooney,,0,26,0,26
Lille Osc,Lille Osc,,0,9,0,9
Uefa European Championship Teams Of The Tournament,Uefa European Championship Teams Of The Tournament,,0,5,0,5
Américo Gallego,Américo Gallego,,0,8,0,8
Iran–South Korea Football Rivalry,Iran–South Korea Football Rivalry,,0,4,0,4
Harry Kewell,Harry Kewell,,0,12,0,12
Venezuelan Football Federation,Venezuelan Football Federation,,0,14,0,14
1991 England Challenge Cup,1991 England Challenge Cup,,0,6,0,6
Estanislau Basora,Estanislau Basora,,0,7,0,7
Tff First League,Tff First League,,0,6,0,6
Aykut Kocaman,Aykut Kocaman,,0,4,0,4
Nigeria National Under-23 Football Team,Nigeria National Under-23 Football Team,,0,10,0,10
2007 Asian Winter Games,2007 Asian Winter Games,,0,4,0,4
Gianluca Zambrotta,Gianluca Zambrotta,,0,21,0,21
People'S Republic Of China,People'S Republic Of China,,0,4,0,4
1986 Fifa World Cup Group B,1986 Fifa World Cup Group B,,0,4,0,4
2004 Afc Asian Cup,2004 Afc Asian Cup,,0,19,0,19
German Football League System,German Football League System,,0,7,0,7
Louis Saha,Louis Saha,,0,5,0,5
Whayne Wilson,Whayne Wilson,,0,4,0,4
Charles Aránguiz,Charles Aránguiz,,0,5,0,5
Gaëtan Englebert,Gaëtan Englebert,,0,4,0,4
Swamp Football,Swamp Football,,0,4,0,4
2013 K League Classic,2013 K League Classic,,0,6,0,6
Gaku Shibasaki,Gaku Shibasaki,,0,5,0,5
San Marino Football Federation,San Marino Football Federation,,0,21,0,21
Shamsul Maidin,Shamsul Maidin,,0,9,0,9
Mitsuo Ogasawara,Mitsuo Ogasawara,,0,6,0,6
Ricardo Rodriguez (Footballer),Ricardo Rodriguez (Footballer),,0,6,0,6
Assist (Association Football),Assist (Association Football),,0,8,0,8
Éric Poulat,Éric Poulat,,0,8,0,8
Albirex Niigata,Albirex Niigata,,0,8,0,8
Sergei Kiriakov,Sergei Kiriakov,,0,4,0,4
Korea Cup,Korea Cup,,0,7,0,7
Pocheon,Pocheon,,0,7,0,7
2014 Fifa World Cup Qualification (Conmebol),2014 Fifa World Cup Qualification (Conmebol),,0,9,0,9
Football At The 2008 Summer Olympics,Football At The 2008 Summer Olympics,,0,19,0,19
2002 Fifa World Cup Group H,2002 Fifa World Cup Group H,,0,29,157,186
Bruce Murray (Soccer),Bruce Murray (Soccer),,0,9,0,9
Fc Augsburg,Fc Augsburg,,0,6,0,6
Peter Løvenkrands,Peter Løvenkrands,,0,4,0,4
Put 'Em Under Pressure,Put 'Em Under Pressure,,0,6,0,6
Raúl Ruidíaz,Raúl Ruidíaz,,0,5,0,5
Cristiano Lucarelli,Cristiano Lucarelli,,0,6,0,6
Geographic Coordinate System,Geographic Coordinate System,,0,73,0,73
British Overseas Territories,British Overseas Territories,,0,10,0,10
Uefa Euro 2020,Uefa Euro 2020,,0,47,0,47
1908 Summer Olympics,1908 Summer Olympics,,0,9,0,9
Red Devils (Supporters Club),Red Devils (Supporters Club),,0,4,0,4
Shinsegae,Shinsegae,,0,4,0,4
Football Hooliganism,Football Hooliganism,,0,6,0,6
Rb Leipzig,Rb Leipzig,,0,11,0,11
Japanese Language,Japanese Language,,0,12,0,12
1965 African Cup Of Nations,1965 African Cup Of Nations,,0,5,0,5
Javier Delgado (Uruguayan Footballer),Javier Delgado (Uruguayan Footballer),,0,5,0,5
Masami Ihara,Masami Ihara,,0,5,0,5
Nani (Footballer),Nani (Footballer),,0,9,0,9
Islam,Islam,,0,7,0,7
Stade De Gerland,Stade De Gerland,,0,7,0,7
West Germany V France (1982 Fifa World Cup),West Germany V France (1982 Fifa World Cup),,0,11,0,11
"Jair (Footballer, Born 1921)","Jair (Footballer, Born 1921)",,0,7,0,7
Joachim Löw,Joachim Löw,,0,21,0,21
2016 United Kingdom European Union Membership Referendum,2016 United Kingdom European Union Membership Referendum,,0,4,0,4
2010 Uefa Europa League Final,2010 Uefa Europa League Final,,0,5,0,5
Team Sport,Team Sport,,0,5,0,5
Alan Pulido,Alan Pulido,,0,5,0,5
1942 South American Championship Squads,1942 South American Championship Squads,,0,5,0,5
Malaysia National Football Team,Malaysia National Football Team,,0,23,0,23
Greece At The Fifa World Cup,Greece At The Fifa World Cup,,0,9,0,9
Chicago,Chicago,,0,11,0,11
Driss Bamous,Driss Bamous,,0,4,0,4
Diego Costa,Diego Costa,,0,12,0,12
"Vladimir Ponomaryov (Footballer, Born 1940)","Vladimir Ponomaryov (Footballer, Born 1940)",,0,5,0,5
Jesper Grønkjær,Jesper Grønkjær,,0,7,0,7
Thomas Sørensen,Thomas Sørensen,,0,10,0,10
Cané,Cané,,0,4,0,4
Arthur Numan,Arthur Numan,,0,4,0,4
Kazan,Kazan,,0,9,0,9
Rose Bowl (Stadium),Rose Bowl (Stadium),,0,26,0,26
Campeonato Paulista,Campeonato Paulista,,0,7,0,7
2005 Supercopa De España,2005 Supercopa De España,,0,4,0,4
Ivica Mornar,Ivica Mornar,,0,4,0,4
Mark Milligan,Mark Milligan,,0,5,0,5
Okayama,Okayama,,0,9,0,9
Francisco Aramburu,Francisco Aramburu,,0,6,0,6
Fc Shakhtar Donetsk,Fc Shakhtar Donetsk,,0,5,0,5
Giovanni Trapattoni,Giovanni Trapattoni,,0,16,0,16
Afc Futsal Club Championship,Afc Futsal Club Championship,,0,4,0,4
Maldives,Maldives,,0,5,0,5
Pavel Nedvěd,Pavel Nedvěd,,0,19,0,19
2016 K League Classic,2016 K League Classic,,0,6,0,6
Friends Arena,Friends Arena,,0,8,0,8
European Court Of Human Rights,European Court Of Human Rights,,0,4,0,4
Asiana Airlines,Asiana Airlines,,0,5,0,5
Dfl-Supercup,Dfl-Supercup,,0,9,0,9
Jimmy Conrad,Jimmy Conrad,,0,6,0,6
Fifa 22,Fifa 22,,0,4,0,4
2005 Albirex Niigata Season,2005 Albirex Niigata Season,,0,5,0,5
Goyang,Goyang,,0,11,0,11
Sokcho,Sokcho,,0,7,0,7
Tobias Linderoth,Tobias Linderoth,,0,5,0,5
Unaf Women'S Tournament,Unaf Women'S Tournament,,0,11,0,11
Kyobo Life Insurance,Kyobo Life Insurance,,0,4,0,4
Association Football Culture,Association Football Culture,,0,4,0,4
Braga,Braga,,0,4,0,4
Stanislav Levý,Stanislav Levý,,0,5,0,5
Cae Number,Cae Number,,0,4,0,4
2004 Fifa U-19 Women'S World Championship,2004 Fifa U-19 Women'S World Championship,,0,4,0,4
2022 J2 League,2022 J2 League,,0,5,0,5
"Willian (Footballer, Born 1988)","Willian (Footballer, Born 1988)",,0,5,0,5
N.F.-Board,N.F.-Board,,0,7,0,7
Nastja Čeh,Nastja Čeh,,0,5,40,45
Luís Boa Morte,Luís Boa Morte,,0,4,0,4
Bernard Lama,Bernard Lama,,0,5,0,5
Cis National Football Team,Cis National Football Team,,0,29,0,29
Adam Wolanin,Adam Wolanin,,0,4,0,4
Mathew Leckie,Mathew Leckie,,0,4,0,4
Hidetoshi Nakata,Hidetoshi Nakata,,0,39,373,412
Sc Heerenveen,Sc Heerenveen,,0,9,0,9
Herculez Gomez,Herculez Gomez,,0,5,0,5
Clarence Seedorf,Clarence Seedorf,,0,26,0,26
West African Football Union,West African Football Union,,0,6,0,6
Uefa Euro 2000 Knockout Stage,Uefa Euro 2000 Knockout Stage,,0,8,0,8
Dmitri Galiamin,Dmitri Galiamin,,0,4,0,4
Ove Kindvall,Ove Kindvall,,0,6,0,6
2012 Vissel Kobe Season,2012 Vissel Kobe Season,,0,5,0,5
Thomas Kahlenberg,Thomas Kahlenberg,,0,5,0,5
Estudiantes De La Plata,Estudiantes De La Plata,,0,5,0,5
2011 Fifa Club World Cup Final,2011 Fifa Club World Cup Final,,0,4,0,4
Giancarlo De Sisti,Giancarlo De Sisti,,0,4,0,4
Rwandese Association Football Federation,Rwandese Association Football Federation,,0,10,0,10
African U-20 Women'S World Cup Qualification,African U-20 Women'S World Cup Qualification,,0,7,0,7
Paraguay Men'S National Under-20 Football Team,Paraguay Men'S National Under-20 Football Team,,0,12,0,12
Zé Roberto,Zé Roberto,,0,15,0,15
Kumamoto Prefecture,Kumamoto Prefecture,,0,7,0,7
1990 Fifa World Cup Squads,1990 Fifa World Cup Squads,,0,110,0,110
Stefano Tacconi,Stefano Tacconi,,0,4,0,4
Matthias Sammer,Matthias Sammer,,0,12,0,12
Jewison Bennett,Jewison Bennett,,0,4,0,4
Rugby League,Rugby League,,0,6,0,6
Kurume,Kurume,,0,8,0,8
Anheuser-Busch Inbev,Anheuser-Busch Inbev,,0,6,0,6
Athletic Bilbao,Athletic Bilbao,,0,13,0,13
Un'Estate Italiana,Un'Estate Italiana,,0,5,0,5
Adrien Silva,Adrien Silva,,0,5,0,5
Indonesia At The Fifa World Cup,Indonesia At The Fifa World Cup,,0,8,0,8
2007 Fifa U-17 World Cup,2007 Fifa U-17 World Cup,,0,6,0,6
Karl-Heinz Rummenigge,Karl-Heinz Rummenigge,,0,37,0,37
Norbert Nigbur,Norbert Nigbur,,0,4,0,4
Osvaldo Peralta,Osvaldo Peralta,,0,5,0,5
Chichibunomiya Rugby Stadium,Chichibunomiya Rugby Stadium,,0,9,0,9
Antwerp,Antwerp,,0,8,0,8
Regionalliga West,Regionalliga West,,0,4,0,4
Ricardo Teixeira,Ricardo Teixeira,,0,5,0,5
Jimmy Floyd Hasselbaink,Jimmy Floyd Hasselbaink,,0,6,0,6
Kanseki Stadium Tochigi,Kanseki Stadium Tochigi,,0,4,0,4
Luigi Riva,Luigi Riva,,0,13,0,13
1998 J.League,1998 J.League,,0,6,0,6
Uefa Euro 2020 Final,Uefa Euro 2020 Final,,0,17,0,17
Tochigi Prefecture,Tochigi Prefecture,,0,8,0,8
Guillermo Ochoa,Guillermo Ochoa,,0,17,0,17
2008 Asian Five Nations,2008 Asian Five Nations,,0,4,0,4
Sandro Cois,Sandro Cois,,0,4,0,4
World At Your Feet,World At Your Feet,,0,5,0,5
Ammar Souayah,Ammar Souayah,,0,4,0,4
Ontario,Ontario,,0,6,0,6
Concacaf Men'S Olympic Qualifying Championship,Concacaf Men'S Olympic Qualifying Championship,,0,4,0,4
Football At The 2022 Mediterranean Games,Football At The 2022 Mediterranean Games,,0,4,0,4
Mediterranean Games,Mediterranean Games,,0,4,0,4
Football At The 1988 Summer Olympics – Men'S Team Squads,Football At The 1988 Summer Olympics – Men'S Team Squads,,0,4,0,4
"John Hansen (Footballer, Born 1924)","John Hansen (Footballer, Born 1924)",,0,7,0,7
Korean War,Korean War,,0,10,0,10
Kuwait City,Kuwait City,,0,4,0,4
Concacaf Under-17 Championship,Concacaf Under-17 Championship,,0,42,0,42
Latvijas Televīzija,Latvijas Televīzija,,0,5,0,5
Bacary Sagna,Bacary Sagna,,0,4,0,4
Afc Annual Awards,Afc Annual Awards,,0,4,0,4
"Sergei Baltacha (Footballer, Born 1958)","Sergei Baltacha (Footballer, Born 1958)",,0,5,0,5
Thomas Edison,Thomas Edison,,0,4,0,4
Park Yong-Ho,Park Yong-Ho,,0,6,0,6
Brett Holman,Brett Holman,,0,6,0,6
Hamid Estili,Hamid Estili,,0,4,0,4
John Aldridge,John Aldridge,,0,4,0,4
Arxiv (Identifier),Arxiv (Identifier),,0,5,0,5
Atsuto Uchida,Atsuto Uchida,,0,4,0,4
Austrian Football Bundesliga,Austrian Football Bundesliga,,0,6,0,6
Football At The 1924 Summer Olympics – Men'S Team Squads,Football At The 1924 Summer Olympics – Men'S Team Squads,,0,9,0,9
Uefa Euro 2016,Uefa Euro 2016,,0,37,0,37
Carsten Ramelow,Carsten Ramelow,,0,15,89,104
Luxembourg,Luxembourg,,0,17,0,17
Vincent Kompany,Vincent Kompany,,0,7,0,7
Football At The 1924 Summer Olympics,Football At The 1924 Summer Olympics,,0,37,0,37
Fukui Prefecture,Fukui Prefecture,,0,4,0,4
Ko Hyung-Jin,Ko Hyung-Jin,,0,5,0,5
Fifa Development Award,Fifa Development Award,,0,16,0,16
Cedeao Cup,Cedeao Cup,,0,5,0,5
Olympic Stadium (Berlin),Olympic Stadium (Berlin),,0,8,0,8
Fabián O'Neill,Fabián O'Neill,,0,5,0,5
Ivory Coast National Football Team,Ivory Coast National Football Team,,0,81,0,81
Ernst Happel,Ernst Happel,,0,6,0,6
Tokushima (City),Tokushima (City),,0,8,0,8
Bavaria,Bavaria,,0,6,0,6
2012 Summer Olympics,2012 Summer Olympics,,0,7,0,7
Michael Essien,Michael Essien,,0,6,0,6
Gene Edwards (Soccer Executive),Gene Edwards (Soccer Executive),,0,5,0,5
Public Company,Public Company,,0,11,0,11
2014 Fifa World Cup,2014 Fifa World Cup,,0,173,547,720
Melania Gabbiadini,Melania Gabbiadini,,0,4,0,4
England National Football Team,England National Football Team,,0,189,530,719
Carles Puyol,Carles Puyol,,0,37,500,537
Fbi,Fbi,,0,5,0,5
Olympiastadion (Berlin),Olympiastadion (Berlin),,0,19,0,19
1998 Fifa World Cup Group E,1998 Fifa World Cup Group E,,0,6,0,6
1993 Copa América Squads,1993 Copa América Squads,,0,7,0,7
China Women'S National Football Team,China Women'S National Football Team,,0,16,0,16
Simão Sabrosa,Simão Sabrosa,,0,11,0,11
Puerto Rican Football Federation,Puerto Rican Football Federation,,0,12,0,12
Doctor Khumalo,Doctor Khumalo,,0,4,0,4
Fifa Player Of The Century,Fifa Player Of The Century,,0,45,0,45
Football At The 1963 Pan American Games,Football At The 1963 Pan American Games,,0,6,0,6
K-League 1984,K-League 1984,,0,4,0,4
Montpellier,Montpellier,,0,4,0,4
International Cricket Council,International Cricket Council,,0,4,0,4
Pape Sarr,Pape Sarr,,0,7,0,7
Ed Mcilvenny,Ed Mcilvenny,,0,4,0,4
1929 South American Championship,1929 South American Championship,,0,8,0,8
Rouzbeh Cheshmi,Rouzbeh Cheshmi,,0,5,0,5
Álex Aguinaga,Álex Aguinaga,,0,10,0,10
Corentin Tolisso,Corentin Tolisso,,0,4,0,4
Chōfu,Chōfu,,0,10,0,10
Australia 31–0 American Samoa,Australia 31–0 American Samoa,,0,4,0,4
Djibouti,Djibouti,,0,4,0,4
Evangelicalism,Evangelicalism,,0,5,0,5
Uefa Euro 1972,Uefa Euro 1972,,0,23,0,23
2016 Fifa U-17 Women'S World Cup,2016 Fifa U-17 Women'S World Cup,,0,5,0,5
İbrahim Üzülmez,İbrahim Üzülmez,,0,4,0,4
Kobe Municipal Subway,Kobe Municipal Subway,,0,5,0,5
National Assembly Of South Korea,National Assembly Of South Korea,,0,4,0,4
Uruguay–Argentina–Chile–Paraguay 2030 Fifa World Cup Bid,Uruguay–Argentina–Chile–Paraguay 2030 Fifa World Cup Bid,,0,7,0,7
Robert Jarni,Robert Jarni,,0,14,0,14
Mário Fernandes,Mário Fernandes,,0,8,0,8
Yurtec Stadium Sendai,Yurtec Stadium Sendai,,0,6,0,6
Futsal Confederations Cup,Futsal Confederations Cup,,0,6,0,6
Kim Ho-Kon,Kim Ho-Kon,,0,6,0,6
Malcolm Allison,Malcolm Allison,,0,5,0,5
Genoa,Genoa,,0,4,0,4
Judaism,Judaism,,0,5,0,5
Kolkata,Kolkata,,0,5,0,5
Uefa Nations League,Uefa Nations League,,0,73,0,73
Millwall F.C.,Millwall F.C.,,0,6,0,6
Rafael Martín Vázquez,Rafael Martín Vázquez,,0,8,0,8
Odebo,Odebo,,0,42,0,42
Moussa Wagué,Moussa Wagué,,0,4,0,4
"Juan López (Football Manager, Born 1908)","Juan López (Football Manager, Born 1908)",,0,4,0,4
Africa Beach Soccer Cup Of Nations,Africa Beach Soccer Cup Of Nations,,0,7,0,7
Sol Campbell,Sol Campbell,,0,30,0,30
Swiss Super League,Swiss Super League,,0,5,0,5
Seydou Keita,Seydou Keita,,0,5,0,5
Lunar New Year Cup,Lunar New Year Cup,,0,8,0,8
Pedro Rocha (Uruguayan Footballer),Pedro Rocha (Uruguayan Footballer),,0,6,0,6
Gabriel Heinze,Gabriel Heinze,,0,7,0,7
Gerald Asamoah,Gerald Asamoah,,0,13,0,13
South American Coach Of The Year,South American Coach Of The Year,,0,7,0,7
Julen Guerrero,Julen Guerrero,,0,5,0,5
1945 South American Championship Squads,1945 South American Championship Squads,,0,5,0,5
Boavista F.C.,Boavista F.C.,,0,5,0,5
Eddie Lennie,Eddie Lennie,,0,11,0,11
Theodore Whitmore,Theodore Whitmore,,0,7,0,7
Andong,Andong,,0,7,0,7
Rick Davis,Rick Davis,,0,5,0,5
2002 Albirex Niigata Season,2002 Albirex Niigata Season,,0,4,0,4
Slovak Football Association,Slovak Football Association,,0,43,77,120
Yahoo! Sports,Yahoo! Sports,,0,5,0,5
Bruno Fernandes,Bruno Fernandes,,0,10,0,10
Mannheim,Mannheim,,0,4,0,4
"Kawaguchi, Saitama","Kawaguchi, Saitama",,0,8,0,8
1989 K-League,1989 K-League,,0,4,0,4
Steven Gerrard,Steven Gerrard,,0,21,0,21
Djibouti National Football Team,Djibouti National Football Team,,0,13,0,13
Pretoria,Pretoria,,0,13,0,13
Campeonato Mineiro,Campeonato Mineiro,,0,5,0,5
Financial Times,Financial Times,,0,8,0,8
César Belli,César Belli,,0,4,0,4
1997 Fifa U-17 World Championship,1997 Fifa U-17 World Championship,,0,6,0,6
2016 Summer Paralympics,2016 Summer Paralympics,,0,5,0,5
Camilo Vargas,Camilo Vargas,,0,5,0,5
Slaven Bilić,Slaven Bilić,,0,8,0,8
Victor Gomes,Victor Gomes,,0,9,0,9
Stadio Renato Dall'Ara,Stadio Renato Dall'Ara,,0,4,0,4
Saudi Professional League,Saudi Professional League,,0,7,0,7
Baek Ji-Hoon,Baek Ji-Hoon,,0,6,0,6
Montpellier Hsc,Montpellier Hsc,,0,7,0,7
Kyoto Prefecture,Kyoto Prefecture,,0,8,0,8
Jamal Al Sharif,Jamal Al Sharif,,0,4,0,4
Nick Barmby,Nick Barmby,,0,4,0,4
Konstantin Zyryanov,Konstantin Zyryanov,,0,4,0,4
Philippe Senderos,Philippe Senderos,,0,6,0,6
Cable Television,Cable Television,,0,7,0,7
Fifa World Cup Golden Glove,Fifa World Cup Golden Glove,,0,7,0,7
2018 Fifa World Cup Officials,2018 Fifa World Cup Officials,,0,8,0,8
Shanghai Stadium,Shanghai Stadium,,0,9,0,9
Gennaro Gattuso,Gennaro Gattuso,,0,17,0,17
2012 Fifa U-20 Women'S World Cup,2012 Fifa U-20 Women'S World Cup,,0,5,0,5
Hellas Verona F.C.,Hellas Verona F.C.,,0,6,0,6
Uefa Euro 1976 Qualifying,Uefa Euro 1976 Qualifying,,0,6,0,6
Rtl Television,Rtl Television,,0,4,0,4
Scottish Football League System,Scottish Football League System,,0,4,0,4
Polokwane,Polokwane,,0,10,0,10
Ali Osman Renklibay,Ali Osman Renklibay,,0,4,0,4
Uruguay,Uruguay,,0,90,0,90
Arthur Edward Ellis,Arthur Edward Ellis,,0,10,0,10
Míchel Salgado,Míchel Salgado,,0,12,0,12
West Asian Games,West Asian Games,,0,46,0,46
Adidas Teamgeist,Adidas Teamgeist,,0,6,0,6
Fc Schalke 04,Fc Schalke 04,,0,17,0,17
Jung Sung-Ryong,Jung Sung-Ryong,,0,8,0,8
Transnistria,Transnistria,,0,4,0,4
Bolivia National Under-23 Football Team,Bolivia National Under-23 Football Team,,0,13,0,13
Jio,Jio,,0,4,0,4
Miyazaki (City),Miyazaki (City),,0,8,0,8
Special Cities Of South Korea,Special Cities Of South Korea,,0,8,0,8
Helman Mkhalele,Helman Mkhalele,,0,5,0,5
Moon Jae-In,Moon Jae-In,,0,4,0,4
Unesco World Heritage Site,Unesco World Heritage Site,,0,4,0,4
Shonan Bellmare,Shonan Bellmare,,0,5,0,5
Simon Poulsen,Simon Poulsen,,0,5,0,5
2002 Japan National Football Team,2002 Japan National Football Team,,0,5,0,5
Croatian Radiotelevision,Croatian Radiotelevision,,0,5,0,5
La Razón (Buenos Aires),La Razón (Buenos Aires),,0,5,0,5
